""	"gene_id"	"gene_name"
"89507"	"ENSMUSG00000052632"	"Asap2"
"89512"	"ENSMUSG00000116627"	"AC153140.2"
"89513"	"ENSMUSG00000062352"	"Itgb1bp1"
"89520"	"ENSMUSG00000054309"	"Cpsf3"
"89531"	"ENSMUSG00000062054"	"Iah1"
"89535"	"ENSMUSG00000052593"	"Adam17"
"89545"	"ENSMUSG00000076432"	"Ywhaq"
"89550"	"ENSMUSG00000097055"	"Gm4419"
"89559"	"ENSMUSG00000093846"	"Gm4425"
"89560"	"ENSMUSG00000114006"	"Gm47997"
"89561"	"ENSMUSG00000073164"	"2410018L13Rik"
"89566"	"ENSMUSG00000071362"	"Gm10330"
"89567"	"ENSMUSG00000073158"	"9030624G23Rik"
"89568"	"ENSMUSG00000059669"	"Taf1b"
"89572"	"ENSMUSG00000020656"	"Grhl1"
"89576"	"ENSMUSG00000020653"	"Klf11"
"89580"	"ENSMUSG00000062563"	"Cys1"
"89588"	"ENSMUSG00000020649"	"Rrm2"
"89592"	"ENSMUSG00000114076"	"Gm48896"
"89593"	"ENSMUSG00000020646"	"Mboat2"
"89599"	"ENSMUSG00000036333"	"Kidins220"
"89609"	"ENSMUSG00000114148"	"Gm47701"
"89610"	"ENSMUSG00000020644"	"Id2"
"89613"	"ENSMUSG00000112937"	"Gm17746"
"89614"	"ENSMUSG00000113587"	"Gm36287"
"89615"	"ENSMUSG00000114033"	"Gm47705"
"89616"	"ENSMUSG00000114105"	"Gm47713"
"89617"	"ENSMUSG00000113669"	"AC163354.1"
"89624"	"ENSMUSG00000113827"	"Gm47733"
"89625"	"ENSMUSG00000113550"	"Gm29687"
"89626"	"ENSMUSG00000113115"	"4930480M12Rik"
"89627"	"ENSMUSG00000113813"	"Gm29968"
"89628"	"ENSMUSG00000020642"	"Rnf144a"
"89635"	"ENSMUSG00000114048"	"4930549C15Rik"
"89636"	"ENSMUSG00000020641"	"Rsad2"
"89639"	"ENSMUSG00000020638"	"Cmpk2"
"89643"	"ENSMUSG00000113628"	"1700020D12Rik"
"89644"	"ENSMUSG00000113524"	"Gm47847"
"89645"	"ENSMUSG00000113218"	"4933409F18Rik"
"89647"	"ENSMUSG00000094002"	"Gm9866"
"89654"	"ENSMUSG00000063632"	"Sox11"
"89655"	"ENSMUSG00000113421"	"Gm4166"
"89656"	"ENSMUSG00000113616"	"Gm45941"
"89658"	"ENSMUSG00000113967"	"Gm31025"
"89659"	"ENSMUSG00000113235"	"Gm47872"
"89662"	"ENSMUSG00000113939"	"Gm47871"
"89663"	"ENSMUSG00000020633"	"Dcdc2c"
"89669"	"ENSMUSG00000020636"	"Allc"
"89671"	"ENSMUSG00000036655"	"Colec11"
"89674"	"ENSMUSG00000061477"	"Rps7"
"89681"	"ENSMUSG00000020630"	"Rnaseh1"
"89685"	"ENSMUSG00000020629"	"Adi1"
"89688"	"ENSMUSG00000020628"	"Trappc12"
"89695"	"ENSMUSG00000036613"	"Eipr1"
"89702"	"ENSMUSG00000113387"	"Gm31508"
"89703"	"ENSMUSG00000113544"	"4833405L11Rik"
"89705"	"ENSMUSG00000113986"	"Gm31333"
"89707"	"ENSMUSG00000061911"	"Myt1l"
"89718"	"ENSMUSG00000112663"	"C630031E19Rik"
"89719"	"ENSMUSG00000020674"	"Pxdn"
"89727"	"ENSMUSG00000020673"	"Tpo"
"89730"	"ENSMUSG00000085472"	"Gm15691"
"89731"	"ENSMUSG00000020672"	"Sntg2"
"89740"	"ENSMUSG00000102098"	"2310016D03Rik"
"89741"	"ENSMUSG00000100674"	"Gm28806"
"89742"	"ENSMUSG00000043061"	"Tmem18"
"89744"	"ENSMUSG00000054204"	"Alkal2"
"89745"	"ENSMUSG00000044573"	"Acp1"
"89751"	"ENSMUSG00000020669"	"Sh3yl1"
"89755"	"ENSMUSG00000036136"	"Fam110c"
"89756"	"ENSMUSG00000112876"	"Gm32443"
"89758"	"ENSMUSG00000095953"	"6030469F06Rik"
"89760"	"ENSMUSG00000112187"	"Gm6993"
"89761"	"ENSMUSG00000002900"	"Lamb1"
"89768"	"ENSMUSG00000020664"	"Dld"
"89772"	"ENSMUSG00000001225"	"Slc26a3"
"89779"	"ENSMUSG00000020659"	"Cbll1"
"89784"	"ENSMUSG00000099851"	"Gm29542"
"89785"	"ENSMUSG00000020651"	"Slc26a4"
"89787"	"ENSMUSG00000020650"	"Bcap29"
"89791"	"ENSMUSG00000020648"	"Dus4l"
"89794"	"ENSMUSG00000035933"	"Cog5"
"89798"	"ENSMUSG00000044067"	"Gpr22"
"89801"	"ENSMUSG00000111987"	"Gm48809"
"89802"	"ENSMUSG00000002996"	"Hbp1"
"89811"	"ENSMUSG00000002997"	"Prkar2b"
"89814"	"ENSMUSG00000112569"	"Gm33111"
"89816"	"ENSMUSG00000112071"	"5430401H09Rik"
"89818"	"ENSMUSG00000020573"	"Pik3cg"
"89825"	"ENSMUSG00000112578"	"Gm33308"
"89827"	"ENSMUSG00000090946"	"Ccdc71l"
"89828"	"ENSMUSG00000112865"	"AC155255.1"
"89829"	"ENSMUSG00000020572"	"Nampt"
"89832"	"ENSMUSG00000096954"	"Gdap10"
"89833"	"ENSMUSG00000112166"	"Gm47948"
"89834"	"ENSMUSG00000097494"	"4933406C10Rik"
"89836"	"ENSMUSG00000020570"	"Sypl"
"89843"	"ENSMUSG00000035860"	"Cdhr3"
"89847"	"ENSMUSG00000084979"	"Gm16267"
"89848"	"ENSMUSG00000020564"	"Atxn7l1"
"89862"	"ENSMUSG00000079143"	"Atxn7l1os1"
"89863"	"ENSMUSG00000085664"	"Atxn7l1os2"
"89864"	"ENSMUSG00000020562"	"Efcab10"
"89865"	"ENSMUSG00000020561"	"Twistnb"
"89869"	"ENSMUSG00000046518"	"Ferd3l"
"89870"	"ENSMUSG00000035799"	"Twist1"
"89871"	"ENSMUSG00000004698"	"Hdac9"
"89881"	"ENSMUSG00000092305"	"Prps1l1"
"89882"	"ENSMUSG00000020590"	"Snx13"
"89889"	"ENSMUSG00000019256"	"Ahr"
"89892"	"ENSMUSG00000113741"	"Gm48236"
"89893"	"ENSMUSG00000113580"	"Gm48237"
"89894"	"ENSMUSG00000113548"	"Gm34047"
"89895"	"ENSMUSG00000113985"	"9130015A21Rik"
"89898"	"ENSMUSG00000036231"	"Agr3"
"89900"	"ENSMUSG00000020581"	"Agr2"
"89902"	"ENSMUSG00000020577"	"Tspan13"
"89905"	"ENSMUSG00000020547"	"Bzw2"
"89915"	"ENSMUSG00000036188"	"Ankmy2"
"89918"	"ENSMUSG00000020545"	"Lrrc72"
"89923"	"ENSMUSG00000113832"	"Gm40392"
"89924"	"ENSMUSG00000036169"	"Sostdc1"
"89925"	"ENSMUSG00000114141"	"Gm34215"
"89927"	"ENSMUSG00000091007"	"D630036H23Rik"
"89928"	"ENSMUSG00000043153"	"Ispd"
"89935"	"ENSMUSG00000113064"	"Gm40394"
"89936"	"ENSMUSG00000113507"	"Gm48613"
"89938"	"ENSMUSG00000114052"	"Gm48616"
"89939"	"ENSMUSG00000101067"	"Gm29007"
"89940"	"ENSMUSG00000036144"	"Meox2"
"89941"	"ENSMUSG00000050103"	"Agmo"
"89947"	"ENSMUSG00000113005"	"Gm34408"
"89948"	"ENSMUSG00000036095"	"Dgkb"
"89956"	"ENSMUSG00000113608"	"Gm48715"
"89957"	"ENSMUSG00000112967"	"4930428E07Rik"
"89959"	"ENSMUSG00000004151"	"Etv1"
"89972"	"ENSMUSG00000113933"	"Gm34611"
"89973"	"ENSMUSG00000113092"	"Gm34662"
"89975"	"ENSMUSG00000113272"	"Gm34809"
"89978"	"ENSMUSG00000114079"	"Gm47855"
"89979"	"ENSMUSG00000113343"	"Gm34923"
"89980"	"ENSMUSG00000113384"	"Gm47859"
"89981"	"ENSMUSG00000113874"	"Gm47868"
"89982"	"ENSMUSG00000047446"	"Arl4a"
"89987"	"ENSMUSG00000086315"	"Arl4aos"
"89988"	"ENSMUSG00000002565"	"Scin"
"89990"	"ENSMUSG00000071342"	"Lsmem1"
"89992"	"ENSMUSG00000090387"	"Gm17056"
"89993"	"ENSMUSG00000001627"	"Ifrd1"
"90003"	"ENSMUSG00000035983"	"Gm7008"
"90006"	"ENSMUSG00000055917"	"Zfp277"
"90011"	"ENSMUSG00000035954"	"Dock4"
"90022"	"ENSMUSG00000056899"	"Immp2l"
"90027"	"ENSMUSG00000113994"	"Gm47375"
"90028"	"ENSMUSG00000113086"	"Gm47376"
"90029"	"ENSMUSG00000113454"	"Gm47373"
"90030"	"ENSMUSG00000113516"	"Gm47368"
"90031"	"ENSMUSG00000036295"	"Lrrn3"
"90032"	"ENSMUSG00000113105"	"Gm47371"
"90033"	"ENSMUSG00000113370"	"Gm46348"
"90034"	"ENSMUSG00000113989"	"Gm47013"
"90035"	"ENSMUSG00000112898"	"Gm47020"
"90036"	"ENSMUSG00000112407"	"AC113204.1"
"90039"	"ENSMUSG00000112904"	"Gm47030"
"90040"	"ENSMUSG00000112258"	"Gm10165"
"90041"	"ENSMUSG00000111960"	"Gm46349"
"90042"	"ENSMUSG00000014905"	"Dnajb9"
"90044"	"ENSMUSG00000112547"	"Gm47096"
"90045"	"ENSMUSG00000036257"	"Pnpla8"
"90052"	"ENSMUSG00000020598"	"Nrcam"
"90069"	"ENSMUSG00000046314"	"Stxbp6"
"90075"	"ENSMUSG00000112112"	"Gm48508"
"90076"	"ENSMUSG00000092404"	"Gm9921"
"90078"	"ENSMUSG00000112054"	"Gm33680"
"90081"	"ENSMUSG00000112859"	"Gm48522"
"90082"	"ENSMUSG00000112174"	"Gm48535"
"90083"	"ENSMUSG00000112410"	"B230217J21Rik"
"90084"	"ENSMUSG00000021047"	"Nova1"
"90089"	"ENSMUSG00000112232"	"Gm48578"
"90090"	"ENSMUSG00000112763"	"Gm34304"
"90091"	"ENSMUSG00000020950"	"Foxg1"
"90095"	"ENSMUSG00000089922"	"Gm43517"
"90096"	"ENSMUSG00000104861"	"3110039M20Rik"
"90098"	"ENSMUSG00000100844"	"1810007C17Rik"
"90099"	"ENSMUSG00000112353"	"Gm40418"
"90100"	"ENSMUSG00000002688"	"Prkd1"
"90101"	"ENSMUSG00000112372"	"Gm48779"
"90102"	"ENSMUSG00000112685"	"Gm40421"
"90103"	"ENSMUSG00000111986"	"1700008C04Rik"
"90104"	"ENSMUSG00000035293"	"G2e3"
"90109"	"ENSMUSG00000020952"	"Scfd1"
"90116"	"ENSMUSG00000020953"	"Coch"
"90120"	"ENSMUSG00000020954"	"Strn3"
"90123"	"ENSMUSG00000020955"	"Ap4s1"
"90125"	"ENSMUSG00000035247"	"Hectd1"
"90130"	"ENSMUSG00000035181"	"Heatr5a"
"90138"	"ENSMUSG00000097159"	"Gm26517"
"90139"	"ENSMUSG00000020956"	"Dtd2"
"90141"	"ENSMUSG00000035148"	"Gpr33"
"90142"	"ENSMUSG00000035142"	"Nubpl"
"90147"	"ENSMUSG00000112139"	"Gm47431"
"90148"	"ENSMUSG00000111982"	"Gm35135"
"90149"	"ENSMUSG00000112437"	"Gm35188"
"90150"	"ENSMUSG00000035133"	"Arhgap5"
"90154"	"ENSMUSG00000100315"	"1700031P21Rik"
"90157"	"ENSMUSG00000112412"	"Gm35239"
"90158"	"ENSMUSG00000061603"	"Akap6"
"90160"	"ENSMUSG00000021010"	"Npas3"
"90164"	"ENSMUSG00000113179"	"1700030L22Rik"
"90166"	"ENSMUSG00000099407"	"1700060O08Rik"
"90167"	"ENSMUSG00000112549"	"Gm35818"
"90168"	"ENSMUSG00000035105"	"Egln3"
"90169"	"ENSMUSG00000112821"	"1700104L18Rik"
"90170"	"ENSMUSG00000112705"	"Gm47552"
"90171"	"ENSMUSG00000113970"	"Gm7550"
"90172"	"ENSMUSG00000112053"	"Gm46328"
"90173"	"ENSMUSG00000113947"	"Gm10465"
"90174"	"ENSMUSG00000044408"	"Sptssa"
"90177"	"ENSMUSG00000113096"	"Gm40884"
"90178"	"ENSMUSG00000054302"	"Eapp"
"90184"	"ENSMUSG00000005656"	"Snx6"
"90192"	"ENSMUSG00000062929"	"Cfl2"
"90198"	"ENSMUSG00000035021"	"Baz1a"
"90206"	"ENSMUSG00000092233"	"Gm20403"
"90207"	"ENSMUSG00000062198"	"2700097O09Rik"
"90211"	"ENSMUSG00000073079"	"Srp54a"
"90217"	"ENSMUSG00000095595"	"Fam177a"
"90218"	"ENSMUSG00000112449"	"Srp54b"
"90222"	"ENSMUSG00000094103"	"1700047I17Rik2"
"90223"	"ENSMUSG00000079108"	"Srp54c"
"90225"	"ENSMUSG00000021022"	"Ppp2r3c"
"90228"	"ENSMUSG00000021023"	"1110008L16Rik"
"90234"	"ENSMUSG00000021024"	"Psma6"
"90238"	"ENSMUSG00000021025"	"Nfkbia"
"90240"	"ENSMUSG00000063129"	"Aldoart2"
"90241"	"ENSMUSG00000045440"	"Insm2"
"90242"	"ENSMUSG00000021027"	"Ralgapa1"
"90254"	"ENSMUSG00000012076"	"Brms1l"
"90261"	"ENSMUSG00000112211"	"Gm47682"
"90262"	"ENSMUSG00000112164"	"Gm19990"
"90263"	"ENSMUSG00000021028"	"Mbip"
"90266"	"ENSMUSG00000001496"	"Nkx2-1"
"90268"	"ENSMUSG00000098172"	"Gm26973"
"90271"	"ENSMUSG00000092515"	"C87198"
"90273"	"ENSMUSG00000058669"	"Nkx2-9"
"90274"	"ENSMUSG00000089894"	"Gm15524"
"90275"	"ENSMUSG00000001497"	"Pax9"
"90278"	"ENSMUSG00000035472"	"Slc25a21"
"90283"	"ENSMUSG00000079104"	"Prps1l3"
"90284"	"ENSMUSG00000047022"	"Mipol1"
"90294"	"ENSMUSG00000086372"	"Gm16246"
"90295"	"ENSMUSG00000035451"	"Foxa1"
"90297"	"ENSMUSG00000046782"	"Ttc6"
"90300"	"ENSMUSG00000085851"	"4921518K17Rik"
"90301"	"ENSMUSG00000112911"	"BC042761"
"90302"	"ENSMUSG00000112704"	"Gm46329"
"90303"	"ENSMUSG00000035431"	"Sstr1"
"90305"	"ENSMUSG00000045930"	"Clec14a"
"90306"	"ENSMUSG00000112785"	"Gm47645"
"90307"	"ENSMUSG00000097443"	"Gm17529"
"90308"	"ENSMUSG00000020986"	"Sec23a"
"90313"	"ENSMUSG00000060121"	"Gemin2"
"90316"	"ENSMUSG00000020993"	"Trappc6b"
"90326"	"ENSMUSG00000020994"	"Pnn"
"90330"	"ENSMUSG00000021000"	"Mia2"
"90354"	"ENSMUSG00000035329"	"Fbxo33"
"90358"	"ENSMUSG00000114112"	"Gm48301"
"90359"	"ENSMUSG00000113429"	"Gm20063"
"90360"	"ENSMUSG00000035653"	"Lrfn5"
"90365"	"ENSMUSG00000113208"	"Gm48421"
"90366"	"ENSMUSG00000113152"	"Gm48422"
"90367"	"ENSMUSG00000043060"	"Fscb"
"90368"	"ENSMUSG00000047227"	"Gm527"
"90372"	"ENSMUSG00000020948"	"Klhl28"
"90375"	"ENSMUSG00000035614"	"Togaram1"
"90383"	"ENSMUSG00000113298"	"Gm48559"
"90384"	"ENSMUSG00000035597"	"Prpf39"
"90394"	"ENSMUSG00000020949"	"Fkbp3"
"90406"	"ENSMUSG00000055884"	"Fancm"
"90415"	"ENSMUSG00000047534"	"Mis18bp1"
"90423"	"ENSMUSG00000113228"	"4930471E15Rik"
"90424"	"ENSMUSG00000113233"	"Gm31063"
"90425"	"ENSMUSG00000035560"	"Wdr20rt"
"90429"	"ENSMUSG00000060499"	"Rpl10l"
"90430"	"ENSMUSG00000114093"	"Gm47979"
"90431"	"ENSMUSG00000034912"	"Mdga2"
"90445"	"ENSMUSG00000114010"	"Gm47432"
"90446"	"ENSMUSG00000113526"	"Gm47453"
"90447"	"ENSMUSG00000113867"	"Gm47456"
"90448"	"ENSMUSG00000113433"	"Gm47489"
"90449"	"ENSMUSG00000113320"	"Gm47515"
"90450"	"ENSMUSG00000113098"	"Gm2912"
"90451"	"ENSMUSG00000113716"	"Gm47518"
"90452"	"ENSMUSG00000113158"	"Gm31447"
"90453"	"ENSMUSG00000034892"	"Rps29"
"90455"	"ENSMUSG00000034883"	"Lrr1"
"90458"	"ENSMUSG00000049751"	"Rpl36al"
"90461"	"ENSMUSG00000113149"	"Gm49383"
"90462"	"ENSMUSG00000043998"	"Mgat2"
"90463"	"ENSMUSG00000020973"	"Dnaaf2"
"90464"	"ENSMUSG00000113786"	"Gm49384"
"90465"	"ENSMUSG00000020974"	"Pole2"
"90469"	"ENSMUSG00000113190"	"Gm47545"
"90470"	"ENSMUSG00000051890"	"Klhdc1"
"90474"	"ENSMUSG00000085539"	"Gm15561"
"90475"	"ENSMUSG00000020978"	"Klhdc2"
"90479"	"ENSMUSG00000020982"	"Nemf"
"90491"	"ENSMUSG00000052673"	"Gm9887"
"90492"	"ENSMUSG00000044147"	"Arf6"
"90493"	"ENSMUSG00000049882"	"Vcpkmt"
"90494"	"ENSMUSG00000034801"	"Sos2"
"90501"	"ENSMUSG00000020988"	"L2hgdh"
"90504"	"ENSMUSG00000054894"	"Atp5s"
"90509"	"ENSMUSG00000020990"	"Cdkl1"
"90511"	"ENSMUSG00000034761"	"Map4k5"
"90521"	"ENSMUSG00000097329"	"4931403G20Rik"
"90522"	"ENSMUSG00000021066"	"Atl1"
"90527"	"ENSMUSG00000021067"	"Sav1"
"90530"	"ENSMUSG00000021068"	"Nin"
"90547"	"ENSMUSG00000090121"	"Abhd12b"
"90553"	"ENSMUSG00000021069"	"Pygl"
"90559"	"ENSMUSG00000085298"	"F730035M05Rik"
"90560"	"ENSMUSG00000021071"	"Trim9"
"90572"	"ENSMUSG00000113694"	"Gm48747"
"90573"	"ENSMUSG00000021072"	"Tmx1"
"90576"	"ENSMUSG00000113944"	"Gm48847"
"90577"	"ENSMUSG00000113302"	"Gm32219"
"90578"	"ENSMUSG00000114005"	"Gm24474"
"90579"	"ENSMUSG00000114159"	"Gm48866"
"90580"	"ENSMUSG00000112950"	"Gm32369"
"90581"	"ENSMUSG00000113900"	"Gm40437"
"90582"	"ENSMUSG00000048285"	"Frmd6"
"90586"	"ENSMUSG00000113584"	"Gm46355"
"90587"	"ENSMUSG00000113707"	"Gm10457"
"90588"	"ENSMUSG00000021076"	"Actr10"
"90596"	"ENSMUSG00000060073"	"Psma3"
"90605"	"ENSMUSG00000048118"	"Arid4a"
"90609"	"ENSMUSG00000021078"	"Tomm20l"
"90612"	"ENSMUSG00000021079"	"Timm9"
"90623"	"ENSMUSG00000034601"	"2700049A03Rik"
"90626"	"ENSMUSG00000044548"	"Dact1"
"90628"	"ENSMUSG00000113278"	"Gm33016"
"90629"	"ENSMUSG00000113441"	"Gm40438"
"90630"	"ENSMUSG00000100668"	"1700083H02Rik"
"90631"	"ENSMUSG00000113630"	"4930404H11Rik"
"90633"	"ENSMUSG00000114028"	"9630002D21Rik"
"90635"	"ENSMUSG00000034574"	"Daam1"
"90640"	"ENSMUSG00000043398"	"Gpr135"
"90641"	"ENSMUSG00000019718"	"L3hypdh"
"90644"	"ENSMUSG00000005078"	"Jkamp"
"90651"	"ENSMUSG00000021086"	"Ccdc175"
"90652"	"ENSMUSG00000021087"	"Rtn1"
"90658"	"ENSMUSG00000021090"	"Lrrc9"
"90668"	"ENSMUSG00000034501"	"Pcnx4"
"90669"	"ENSMUSG00000109482"	"Gm4756"
"90676"	"ENSMUSG00000021094"	"Dhrs7"
"90680"	"ENSMUSG00000021096"	"Ppm1a"
"90688"	"ENSMUSG00000113779"	"Gm33785"
"90689"	"ENSMUSG00000021098"	"4930447C04Rik"
"90698"	"ENSMUSG00000021099"	"Six6"
"90699"	"ENSMUSG00000097010"	"Gm26709"
"90702"	"ENSMUSG00000051367"	"Six1"
"90706"	"ENSMUSG00000034460"	"Six4"
"90708"	"ENSMUSG00000021103"	"Mnat1"
"90711"	"ENSMUSG00000034442"	"Trmt5"
"90714"	"ENSMUSG00000044712"	"Slc38a6"
"90722"	"ENSMUSG00000113425"	"Gm48653"
"90723"	"ENSMUSG00000056359"	"D830013O20Rik"
"90725"	"ENSMUSG00000113582"	"Gm33929"
"90726"	"ENSMUSG00000114178"	"Gm48656"
"90727"	"ENSMUSG00000113099"	"Gm34016"
"90728"	"ENSMUSG00000034435"	"Tmem30b"
"90729"	"ENSMUSG00000113800"	"2210039B01Rik"
"90730"	"ENSMUSG00000021108"	"Prkch"
"90734"	"ENSMUSG00000113321"	"Gm8075"
"90736"	"ENSMUSG00000113699"	"Gm48823"
"90737"	"ENSMUSG00000087700"	"Gm15283"
"90740"	"ENSMUSG00000021109"	"Hif1a"
"90745"	"ENSMUSG00000114046"	"Gm49321"
"90746"	"ENSMUSG00000021113"	"Snapc1"
"90751"	"ENSMUSG00000044912"	"Syt16"
"90755"	"ENSMUSG00000100192"	"Gm29587"
"90756"	"ENSMUSG00000029878"	"Dbpht2"
"90758"	"ENSMUSG00000113031"	"Gm34552"
"90759"	"ENSMUSG00000079061"	"Gm11042"
"90760"	"ENSMUSG00000113845"	"Gm39473"
"90761"	"ENSMUSG00000113974"	"4930442G10Rik"
"90763"	"ENSMUSG00000034402"	"Kcnh5"
"90764"	"ENSMUSG00000046768"	"Rhoj"
"90769"	"ENSMUSG00000048982"	"Gphb5"
"90770"	"ENSMUSG00000021051"	"Ppp2r5e"
"90775"	"ENSMUSG00000112459"	"Gm47689"
"90776"	"ENSMUSG00000045690"	"Wdr89"
"90778"	"ENSMUSG00000021054"	"Sgpp1"
"90780"	"ENSMUSG00000063450"	"Syne2"
"90797"	"ENSMUSG00000021055"	"Esr2"
"90802"	"ENSMUSG00000021056"	"Tex21"
"90806"	"ENSMUSG00000021048"	"Mthfd1"
"90813"	"ENSMUSG00000112784"	"Gm34868"
"90814"	"ENSMUSG00000021057"	"Akap5"
"90817"	"ENSMUSG00000056459"	"Zbtb25"
"90823"	"ENSMUSG00000033454"	"Zbtb1"
"90824"	"ENSMUSG00000097323"	"4930426I24Rik"
"90826"	"ENSMUSG00000059970"	"Hspa2"
"90828"	"ENSMUSG00000052221"	"Ppp1r36"
"90832"	"ENSMUSG00000073000"	"Gm10451"
"90835"	"ENSMUSG00000052609"	"Plekhg3"
"90844"	"ENSMUSG00000112388"	"AI463170"
"90848"	"ENSMUSG00000021061"	"Sptb"
"90851"	"ENSMUSG00000090258"	"Churc1"
"90855"	"ENSMUSG00000033373"	"Fntb"
"90863"	"ENSMUSG00000042808"	"Gpx2"
"90866"	"ENSMUSG00000021062"	"Rab15"
"90874"	"ENSMUSG00000059436"	"Max"
"90881"	"ENSMUSG00000112857"	"Gm35041"
"90882"	"ENSMUSG00000112030"	"Gm35189"
"90883"	"ENSMUSG00000021065"	"Fut8"
"90890"	"ENSMUSG00000112392"	"Gm35240"
"90891"	"ENSMUSG00000111903"	"4930458K08Rik"
"90892"	"ENSMUSG00000099418"	"Gm6657"
"90896"	"ENSMUSG00000047454"	"Gphn"
"90899"	"ENSMUSG00000056987"	"Fam71d"
"90908"	"ENSMUSG00000021112"	"Mpp5"
"90913"	"ENSMUSG00000021114"	"Atp6v1d"
"90917"	"ENSMUSG00000021116"	"Eif2s1"
"90920"	"ENSMUSG00000021118"	"Plek2"
"90921"	"ENSMUSG00000046157"	"Tmem229b"
"90928"	"ENSMUSG00000060716"	"Plekhh1"
"90932"	"ENSMUSG00000021120"	"Pigh"
"90935"	"ENSMUSG00000112489"	"9230116L04Rik"
"90938"	"ENSMUSG00000021125"	"Arg2"
"90939"	"ENSMUSG00000111929"	"Gm48780"
"90940"	"ENSMUSG00000021124"	"Vti1b"
"90944"	"ENSMUSG00000066441"	"Rdh11"
"90947"	"ENSMUSG00000021123"	"Rdh12"
"90951"	"ENSMUSG00000066440"	"Zfyve26"
"90965"	"ENSMUSG00000059060"	"Rad51b"
"90969"	"ENSMUSG00000112765"	"9430078K24Rik"
"90972"	"ENSMUSG00000111933"	"Gm36660"
"90973"	"ENSMUSG00000112386"	"Gm47752"
"90974"	"ENSMUSG00000021127"	"Zfp36l1"
"90978"	"ENSMUSG00000097417"	"Gm26669"
"90979"	"ENSMUSG00000112545"	"1300014J16Rik"
"90980"	"ENSMUSG00000015143"	"Actn1"
"90987"	"ENSMUSG00000112852"	"Gm47767"
"90988"	"ENSMUSG00000112336"	"Gm47766"
"90989"	"ENSMUSG00000049106"	"Dcaf5"
"90992"	"ENSMUSG00000112278"	"Gm30025"
"90993"	"ENSMUSG00000032705"	"Exd2"
"91000"	"ENSMUSG00000112701"	"2310002D06Rik"
"91001"	"ENSMUSG00000021130"	"Galnt16"
"91007"	"ENSMUSG00000112421"	"4933406B15Rik"
"91008"	"ENSMUSG00000021131"	"Erh"
"91013"	"ENSMUSG00000112288"	"Gm47879"
"91014"	"ENSMUSG00000048833"	"Slc39a9"
"91022"	"ENSMUSG00000044062"	"Plekhd1os"
"91023"	"ENSMUSG00000066438"	"Plekhd1"
"91027"	"ENSMUSG00000062961"	"Ccdc177"
"91028"	"ENSMUSG00000097575"	"Gm26796"
"91029"	"ENSMUSG00000021133"	"Susd6"
"91032"	"ENSMUSG00000097369"	"Gm26545"
"91033"	"ENSMUSG00000101912"	"1700052I22Rik"
"91034"	"ENSMUSG00000021134"	"Srsf5"
"91046"	"ENSMUSG00000021135"	"Slc10a1"
"91050"	"ENSMUSG00000021136"	"Smoc1"
"91053"	"ENSMUSG00000079055"	"Slc8a3"
"91058"	"ENSMUSG00000098128"	"Gm3693"
"91059"	"ENSMUSG00000021139"	"Gm20498"
"91065"	"ENSMUSG00000091803"	"Cox16"
"91074"	"ENSMUSG00000072974"	"Gm4787"
"91075"	"ENSMUSG00000072972"	"Adam4"
"91076"	"ENSMUSG00000099478"	"Gm28370"
"91077"	"ENSMUSG00000090935"	"Synj2bp"
"91082"	"ENSMUSG00000008438"	"Adam21"
"91083"	"ENSMUSG00000002679"	"Med6"
"91089"	"ENSMUSG00000090244"	"Gm16572"
"91090"	"ENSMUSG00000042734"	"Ttc9"
"91092"	"ENSMUSG00000113184"	"AC125351.1"
"91093"	"ENSMUSG00000042724"	"Map3k9"
"91096"	"ENSMUSG00000113950"	"Gm47080"
"91097"	"ENSMUSG00000021140"	"Pcnx"
"91105"	"ENSMUSG00000113622"	"AC124484.1"
"91106"	"ENSMUSG00000113746"	"Gm48242"
"91107"	"ENSMUSG00000042700"	"Sipa1l1"
"91118"	"ENSMUSG00000021219"	"Rgs6"
"91140"	"ENSMUSG00000100890"	"1700085C21Rik"
"91141"	"ENSMUSG00000102029"	"Gm29530"
"91142"	"ENSMUSG00000021221"	"Dpf3"
"91149"	"ENSMUSG00000021222"	"Dcaf4"
"91157"	"ENSMUSG00000042628"	"Zfyve1"
"91163"	"ENSMUSG00000097703"	"Gm26623"
"91164"	"ENSMUSG00000010608"	"Rbm25"
"91182"	"ENSMUSG00000099708"	"Gm29361"
"91183"	"ENSMUSG00000019969"	"Psen1"
"91188"	"ENSMUSG00000114050"	"Gm47666"
"91189"	"ENSMUSG00000021223"	"Papln"
"91192"	"ENSMUSG00000021224"	"Numb"
"91204"	"ENSMUSG00000096953"	"Gm26571"
"91209"	"ENSMUSG00000046791"	"Riox1"
"91210"	"ENSMUSG00000090843"	"Heatr4"
"91211"	"ENSMUSG00000021226"	"Acot2"
"91212"	"ENSMUSG00000072949"	"Acot1"
"91216"	"ENSMUSG00000052392"	"Acot4"
"91219"	"ENSMUSG00000113475"	"Gm49366"
"91220"	"ENSMUSG00000097762"	"4732463B04Rik"
"91221"	"ENSMUSG00000021228"	"Acot3"
"91224"	"ENSMUSG00000042540"	"Acot5"
"91226"	"ENSMUSG00000043487"	"Acot6"
"91228"	"ENSMUSG00000042523"	"Dnal1"
"91235"	"ENSMUSG00000054383"	"Pnma1"
"91236"	"ENSMUSG00000042507"	"Elmsan1"
"91241"	"ENSMUSG00000113052"	"Gm31513"
