ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata
AllenDend:CS201908210_38	MTG 038 - CS201908210_38	Inh L5-6 SST TH - CS201908210_38	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_108	Inh L5-6 SST TH		Inh L5-6 SST TH	Inh L5-6 SST TH	MTG 038			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L5-6 SST TH"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#A81111"", ""nodePar.col"": ""#A81111"", ""cell_set_accession"": ""CS201908210_38"", ""original_label"": ""Inh L5-6 SST TH"", ""cell_set_label"": ""MTG 038"", ""cell_set_preferred_alias"": ""Inh L5-6 SST TH"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 SST TH"", ""is_leaf"": true}"
AllenDend:CS201908210_117	MTG 039-044 - CS201908210_117	PVALB - CS201908210_117	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_107	n42|Basket		PVALB	n42	MTG 039-044		Basket	Trygve Bakken||Nathan Gouwens	10.1038/s41586-019-1506-7||10.1101/2020.02.03.932244 	"{""members"": 6, ""midpoint"": 1.2188, ""height"": 0.1698, ""label"": ""PVALB"", ""cell_set_accession"": ""CS201908210_117"", ""original_label"": ""n42"", ""cell_set_label"": ""MTG 039-044"", ""cell_set_preferred_alias"": ""PVALB"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": ""Basket"", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken||Nathan Gouwens"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7||10.1101/2020.02.03.932244 "", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n42""}"
AllenDend:CS201908210_39	MTG 039 - CS201908210_39	Inh L5-6 LHX6 GLP1R - CS201908210_39	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_117	Inh L5-6 LHX6 GLP1R		Inh L5-6 LHX6 GLP1R	Inh L5-6 LHX6 GLP1R	MTG 039			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L5-6 LHX6 GLP1R"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#FF2F7E"", ""nodePar.col"": ""#FF2F7E"", ""cell_set_accession"": ""CS201908210_39"", ""original_label"": ""Inh L5-6 LHX6 GLP1R"", ""cell_set_label"": ""MTG 039"", ""cell_set_preferred_alias"": ""Inh L5-6 LHX6 GLP1R"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 LHX6 GLP1R"", ""is_leaf"": true}"
AllenDend:CS201908210_118	MTG 040-044 - CS201908210_118	 - CS201908210_118	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_117	n43			n43	MTG 040-044			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 5, ""midpoint"": 1.4375, ""height"": 0.1367, ""label"": """", ""cell_set_accession"": ""CS201908210_118"", ""original_label"": ""n43"", ""cell_set_label"": ""MTG 040-044"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n43""}"
AllenDend:CS201908210_40	MTG 040 - CS201908210_40	Inh L5-6 PVALB LGR5 - CS201908210_40	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_118	Inh L5-6 PVALB LGR5		Inh L5-6 PVALB LGR5	Inh L5-6 PVALB LGR5	MTG 040			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L5-6 PVALB LGR5"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#ED4C50"", ""nodePar.col"": ""#ED4C50"", ""cell_set_accession"": ""CS201908210_40"", ""original_label"": ""Inh L5-6 PVALB LGR5"", ""cell_set_label"": ""MTG 040"", ""cell_set_preferred_alias"": ""Inh L5-6 PVALB LGR5"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 PVALB LGR5"", ""is_leaf"": true}"
AllenDend:CS201908210_119	MTG 041-044 - CS201908210_119	 - CS201908210_119	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_118	n44			n44	MTG 041-044			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 1.875, ""height"": 0.1018, ""label"": """", ""cell_set_accession"": ""CS201908210_119"", ""original_label"": ""n44"", ""cell_set_label"": ""MTG 041-044"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n44""}"
AllenDend:CS201908210_120	MTG 041-043 - CS201908210_120	 - CS201908210_120	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_119	n45			n45	MTG 041-043			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 0.75, ""height"": 0.0807, ""label"": """", ""cell_set_accession"": ""CS201908210_120"", ""original_label"": ""n45"", ""cell_set_label"": ""MTG 041-043"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n45""}"
AllenDend:CS201908210_41	MTG 041 - CS201908210_41	Inh L4-5 PVALB MEPE - CS201908210_41	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_120	Inh L4-5 PVALB MEPE		Inh L4-5 PVALB MEPE	Inh L4-5 PVALB MEPE	MTG 041			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L4-5 PVALB MEPE"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#994C00"", ""nodePar.col"": ""#994C00"", ""cell_set_accession"": ""CS201908210_41"", ""original_label"": ""Inh L4-5 PVALB MEPE"", ""cell_set_label"": ""MTG 041"", ""cell_set_preferred_alias"": ""Inh L4-5 PVALB MEPE"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L4-5 PVALB MEPE"", ""is_leaf"": true}"
AllenDend:CS201908210_121	MTG 042-043 - CS201908210_121	 - CS201908210_121	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_120	n46			n46	MTG 042-043			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0667, ""label"": """", ""cell_set_accession"": ""CS201908210_121"", ""original_label"": ""n46"", ""cell_set_label"": ""MTG 042-043"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n46""}"
AllenDend:CS201908210_42	MTG 042 - CS201908210_42	Inh L2-4 PVALB WFDC2 - CS201908210_42	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_121	Inh L2-4 PVALB WFDC2		Inh L2-4 PVALB WFDC2	Inh L2-4 PVALB WFDC2	MTG 042			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L2-4 PVALB WFDC2"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#BC2B11"", ""nodePar.col"": ""#BC2B11"", ""cell_set_accession"": ""CS201908210_42"", ""original_label"": ""Inh L2-4 PVALB WFDC2"", ""cell_set_label"": ""MTG 042"", ""cell_set_preferred_alias"": ""Inh L2-4 PVALB WFDC2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L2-4 PVALB WFDC2"", ""is_leaf"": true}"
AllenDend:CS201908210_43	MTG 043 - CS201908210_43	Inh L4-6 PVALB SULF1 - CS201908210_43	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_121	Inh L4-6 PVALB SULF1		Inh L4-6 PVALB SULF1	Inh L4-6 PVALB SULF1	MTG 043			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L4-6 PVALB SULF1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#E62A5D"", ""nodePar.col"": ""#E62A5D"", ""cell_set_accession"": ""CS201908210_43"", ""original_label"": ""Inh L4-6 PVALB SULF1"", ""cell_set_label"": ""MTG 043"", ""cell_set_preferred_alias"": ""Inh L4-6 PVALB SULF1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L4-6 PVALB SULF1"", ""is_leaf"": true}"
AllenDend:CS201908210_44	MTG 044 - CS201908210_44	Inh L5-6 SST MIR548F2 - CS201908210_44	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_119	Inh L5-6 SST MIR548F2		Inh L5-6 SST MIR548F2	Inh L5-6 SST MIR548F2	MTG 044			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L5-6 SST MIR548F2"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#D6221D"", ""nodePar.col"": ""#D6221D"", ""cell_set_accession"": ""CS201908210_44"", ""original_label"": ""Inh L5-6 SST MIR548F2"", ""cell_set_label"": ""MTG 044"", ""cell_set_preferred_alias"": ""Inh L5-6 SST MIR548F2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 SST MIR548F2"", ""is_leaf"": true}"
AllenDend:CS201908210_45	MTG 045 - CS201908210_45	Inh L2-5 PVALB SCUBE3 - CS201908210_45	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_105	Inh L2-5 PVALB SCUBE3|Chandelier		Inh L2-5 PVALB SCUBE3	Inh L2-5 PVALB SCUBE3	MTG 045	Chandelier		Trygve Bakken|Nathan Gouwens	10.1038/s41586-019-1506-7|10.1101/2020.02.03.932244	"{""members"": 1, ""height"": 0, ""label"": ""Inh L2-5 PVALB SCUBE3"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#FF197F"", ""nodePar.col"": ""#FF197F"", ""cell_set_accession"": ""CS201908210_45"", ""original_label"": ""Inh L2-5 PVALB SCUBE3"", ""cell_set_label"": ""MTG 045"", ""cell_set_preferred_alias"": ""Inh L2-5 PVALB SCUBE3"", ""cell_set_aligned_alias"": ""Chandelier"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Nathan Gouwens"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1101/2020.02.03.932244"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L2-5 PVALB SCUBE3"", ""is_leaf"": true}"
AllenDend:CS201908210_122	MTG 046-069 - CS201908210_122	Excitatory - CS201908210_122	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_77	n47		Excitatory	n47	MTG 046-069			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 24, ""midpoint"": 15.9629, ""height"": 0.3534, ""label"": ""Excitatory"", ""cell_set_accession"": ""CS201908210_122"", ""original_label"": ""n47"", ""cell_set_label"": ""MTG 046-069"", ""cell_set_preferred_alias"": ""Excitatory"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n47""}"
AllenDend:CS201908210_123	MTG 046-063 - CS201908210_123	 - CS201908210_123	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_122	n48			n48	MTG 046-063			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 18, ""midpoint"": 12.6445, ""height"": 0.3174, ""label"": """", ""cell_set_accession"": ""CS201908210_123"", ""original_label"": ""n48"", ""cell_set_label"": ""MTG 046-063"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n48""}"
AllenDend:CS201908210_124	MTG 046-060 - CS201908210_124	 - CS201908210_124	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_123	n49			n49	MTG 046-060			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 15, ""midpoint"": 9.5391, ""height"": 0.3044, ""label"": """", ""cell_set_accession"": ""CS201908210_124"", ""original_label"": ""n49"", ""cell_set_label"": ""MTG 046-060"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n49""}"
AllenDend:CS201908210_125	MTG 046-059 - CS201908210_125	 - CS201908210_125	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_124	n50			n50	MTG 046-059			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 14, ""midpoint"": 5.0781, ""height"": 0.2572, ""label"": """", ""cell_set_accession"": ""CS201908210_125"", ""original_label"": ""n50"", ""cell_set_label"": ""MTG 046-059"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n50""}"
AllenDend:CS201908210_126	MTG 046-049 - CS201908210_126	 - CS201908210_126	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_125	n51			n51	MTG 046-049			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 2.125, ""height"": 0.175, ""label"": """", ""cell_set_accession"": ""CS201908210_126"", ""original_label"": ""n51"", ""cell_set_label"": ""MTG 046-049"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n51""}"
AllenDend:CS201908210_127	MTG 046-048 - CS201908210_127	L2/3 - CS201908210_127	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_126	n52|L2/3 IT		L2/3	n52	MTG 046-048	L2/3 IT		Trygve Bakken|Bosiljka Tasic	10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5	"{""members"": 3, ""midpoint"": 1.25, ""height"": 0.1213, ""label"": ""L2/3"", ""cell_set_accession"": ""CS201908210_127"", ""original_label"": ""n52"", ""cell_set_label"": ""MTG 046-048"", ""cell_set_preferred_alias"": ""L2/3"", ""cell_set_aligned_alias"": ""L2/3 IT"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Bosiljka Tasic"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n52""}"
AllenDend:CS201908210_128	MTG 046-047 - CS201908210_128	 - CS201908210_128	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_127	n53			n53	MTG 046-047			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0728, ""label"": """", ""cell_set_accession"": ""CS201908210_128"", ""original_label"": ""n53"", ""cell_set_label"": ""MTG 046-047"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n53""}"
AllenDend:CS201908210_46	MTG 046 - CS201908210_46	Exc L2 LAMP5 LTK - CS201908210_46	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_128	Exc L2 LAMP5 LTK		Exc L2 LAMP5 LTK	Exc L2 LAMP5 LTK	MTG 046			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L2 LAMP5 LTK"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#D9F077"", ""nodePar.col"": ""#D9F077"", ""cell_set_accession"": ""CS201908210_46"", ""original_label"": ""Exc L2 LAMP5 LTK"", ""cell_set_label"": ""MTG 046"", ""cell_set_preferred_alias"": ""Exc L2 LAMP5 LTK"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L2 LAMP5 LTK"", ""is_leaf"": true}"
AllenDend:CS201908210_47	MTG 047 - CS201908210_47	Exc L2-4 LINC00507 GLP2R - CS201908210_47	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_128	Exc L2-4 LINC00507 GLP2R		Exc L2-4 LINC00507 GLP2R	Exc L2-4 LINC00507 GLP2R	MTG 047			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L2-4 LINC00507 GLP2R"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#A6E6A9"", ""nodePar.col"": ""#A6E6A9"", ""cell_set_accession"": ""CS201908210_47"", ""original_label"": ""Exc L2-4 LINC00507 GLP2R"", ""cell_set_label"": ""MTG 047"", ""cell_set_preferred_alias"": ""Exc L2-4 LINC00507 GLP2R"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L2-4 LINC00507 GLP2R"", ""is_leaf"": true}"
AllenDend:CS201908210_48	MTG 048 - CS201908210_48	Exc L2-3 LINC00507 FREM3 - CS201908210_48	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_127	Exc L2-3 LINC00507 FREM3		Exc L2-3 LINC00507 FREM3	Exc L2-3 LINC00507 FREM3	MTG 048			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L2-3 LINC00507 FREM3"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#7AE6AB"", ""nodePar.col"": ""#7AE6AB"", ""cell_set_accession"": ""CS201908210_48"", ""original_label"": ""Exc L2-3 LINC00507 FREM3"", ""cell_set_label"": ""MTG 048"", ""cell_set_preferred_alias"": ""Exc L2-3 LINC00507 FREM3"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L2-3 LINC00507 FREM3"", ""is_leaf"": true}"
AllenDend:CS201908210_49	MTG 049 - CS201908210_49	Exc L5-6 THEMIS C1QL3 - CS201908210_49	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_126	Exc L5-6 THEMIS C1QL3		Exc L5-6 THEMIS C1QL3	Exc L5-6 THEMIS C1QL3	MTG 049			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L5-6 THEMIS C1QL3"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#A19922"", ""nodePar.col"": ""#A19922"", ""cell_set_accession"": ""CS201908210_49"", ""original_label"": ""Exc L5-6 THEMIS C1QL3"", ""cell_set_label"": ""MTG 049"", ""cell_set_preferred_alias"": ""Exc L5-6 THEMIS C1QL3"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 THEMIS C1QL3"", ""is_leaf"": true}"
AllenDend:CS201908210_129	MTG 050-059 - CS201908210_129	RORB - CS201908210_129	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_125	n54		RORB	n54	MTG 050-059			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 10, ""midpoint"": 4.0312, ""height"": 0.2141, ""label"": ""RORB"", ""cell_set_accession"": ""CS201908210_129"", ""original_label"": ""n54"", ""cell_set_label"": ""MTG 050-059"", ""cell_set_preferred_alias"": ""RORB"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n54""}"
AllenDend:CS201908210_130	MTG 050-054 - CS201908210_130	L4 - CS201908210_130	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_129	n55|L4		L4	n55	MTG 050-054	L4		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 5, ""midpoint"": 0.9375, ""height"": 0.1775, ""label"": ""L4"", ""cell_set_accession"": ""CS201908210_130"", ""original_label"": ""n55"", ""cell_set_label"": ""MTG 050-054"", ""cell_set_preferred_alias"": ""L4"", ""cell_set_aligned_alias"": ""L4"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n55""}"
